manifest_row_id,schema_version,completeness,record_granularity,source_id,source_scope_id,source_family_id,source_directory,source_title,task,origin_kind,scientific_role,raw_sample_key,material_formula_key,specimen_key,run_key,curve_key,scalar_key,leakage_group_key,leakage_key_status,quality_status,weight_ceiling,current_weight_materialized,model_ready,specimen_count,run_count,curve_count,scalar_count,point_count,numeric_value_count,unit_status,license_status,dedup_status,source_locator,audit_basis,decision_basis,notes
manifest_0850e0fe015e97c316a3,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Deformación,实验,迁移,Bending TPU +45 X|X5|Resumen::Deformación|resumen_percent_to_ratio_formula,Mendeley_FDM_TPU晶格与基材力学,X5,,,Resumen::Deformación|mm/mm,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X5,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=57,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_4b218c667e87dea30c18,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Fuerza máxima,实验,迁移,Bending TPU +45 X|X5|Resumen::Fuerza máxima|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X5,,,Resumen::Fuerza máxima|N,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X5,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=58,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_41459b6be952bb758234,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Esfuerzo máximo,实验,迁移,Bending TPU +45 X|X5|Resumen::Esfuerzo máximo|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X5,,,Resumen::Esfuerzo máximo|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X5,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=59,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_135969842c20c41cbb41,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Límite elástico,实验,迁移,Bending TPU +45 X|X5|Resumen::Límite elástico|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X5,,,Resumen::Límite elástico|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X5,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=60,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_e70f8f718afd094f2bdc,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Módulo de Young,实验,迁移,Bending TPU +45 X|X5|Resumen::Módulo de Young|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X5,,,Resumen::Módulo de Young|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X5,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=61,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_195ece9f69acfabf8650,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::Nº. probeta,实验,迁移,Bending TPU +45 X|X6|Resultados::Nº. probeta|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resultados::Nº. probeta,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=62,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_95e3fc7371fce0e0a4d1,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::sfM,实验,迁移,Bending TPU +45 X|X6|Resultados::sfM|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resultados::sfM|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=63,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_ef9a72176a01a073caca,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::efM,实验,迁移,Bending TPU +45 X|X6|Resultados::efM|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resultados::efM|%,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=64,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_f91cca6d37e1ff915fe2,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::h,实验,迁移,Bending TPU +45 X|X6|Resultados::h|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resultados::h|mm,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=65,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_362df678572ada6ce6fe,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::b,实验,迁移,Bending TPU +45 X|X6|Resultados::b|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resultados::b|mm,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=66,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_24967d87a6e9c4aa172a,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::A0,实验,迁移,Bending TPU +45 X|X6|Resultados::A0|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resultados::A0|mm²,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=67,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_47fb85c84fb2cc99b1dc,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Deformación,实验,迁移,Bending TPU +45 X|X6|Resumen::Deformación|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resumen::Deformación|%,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=68,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_31018411ac38b9b50fdd,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Deformación,实验,迁移,Bending TPU +45 X|X6|Resumen::Deformación|resumen_percent_to_ratio_formula,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resumen::Deformación|mm/mm,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=69,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_a90340bcf351e5436acb,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Fuerza máxima,实验,迁移,Bending TPU +45 X|X6|Resumen::Fuerza máxima|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resumen::Fuerza máxima|N,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=70,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_c1acf059b590b0c79b41,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Esfuerzo máximo,实验,迁移,Bending TPU +45 X|X6|Resumen::Esfuerzo máximo|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resumen::Esfuerzo máximo|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=71,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_8b0b85a5840be87c7994,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Límite elástico,实验,迁移,Bending TPU +45 X|X6|Resumen::Límite elástico|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resumen::Límite elástico|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=72,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_6ade10e5411d8438b8bc,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Módulo de Young,实验,迁移,Bending TPU +45 X|X6|Resumen::Módulo de Young|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,X6,,,Resumen::Módulo de Young|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 X|X6,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=73,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_885b1eb71a7f2e775e39,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::Nº. probeta,实验,迁移,Bending TPU +45 Y|Y1|Resultados::Nº. probeta|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resultados::Nº. probeta,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=74,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_e08b35b3644a29a64e7d,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::sfM,实验,迁移,Bending TPU +45 Y|Y1|Resultados::sfM|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resultados::sfM|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=75,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_cca02881a577babef1db,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::efM,实验,迁移,Bending TPU +45 Y|Y1|Resultados::efM|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resultados::efM|%,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=76,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_523d010aa69d90d8247d,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::h,实验,迁移,Bending TPU +45 Y|Y1|Resultados::h|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resultados::h|mm,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=77,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_296e490e5d7393f43ba4,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::b,实验,迁移,Bending TPU +45 Y|Y1|Resultados::b|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resultados::b|mm,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=78,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_2d765106574c559e250f,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resultados::A0,实验,迁移,Bending TPU +45 Y|Y1|Resultados::A0|source_literal_resultados,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resultados::A0|mm²,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=79,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resultados 逐试样 literal；与 Resumen 近义量采用独立 definition_id
manifest_c195acefb62ce1a24392,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Deformación,实验,迁移,Bending TPU +45 Y|Y1|Resumen::Deformación|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resumen::Deformación|%,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=80,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_d5b4740cc4294f7b3f8b,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Deformación,实验,迁移,Bending TPU +45 Y|Y1|Resumen::Deformación|resumen_percent_to_ratio_formula,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resumen::Deformación|mm/mm,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=81,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_deaa31b5fc9e1571195c,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Fuerza máxima,实验,迁移,Bending TPU +45 Y|Y1|Resumen::Fuerza máxima|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resumen::Fuerza máxima|N,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=82,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_392b593411e8d706dff3,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Esfuerzo máximo,实验,迁移,Bending TPU +45 Y|Y1|Resumen::Esfuerzo máximo|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resumen::Esfuerzo máximo|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=83,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
manifest_c4a58aa7fcf72bef8881,v0.2,record_resolved,scalar,ledger_source_093,scope_mendeley_dbzdkz95f8_v1,family_fdm_tpu_cellular_mechanics,Mendeley_FDM_TPU晶格与基材力学,Experimental and Numerical Data for FDM-Printed PLA and TPU Cellular Structures under Compression and Bending,Resumen::Límite elástico,实验,迁移,Bending TPU +45 Y|Y1|Resumen::Límite elástico|resumen_internal_formula_link,Mendeley_FDM_TPU晶格与基材力学,Y1,,,Resumen::Límite elástico|MPa,family_fdm_tpu_cellular_mechanics|基材弯曲|Bending TPU +45 Y|Y1,explicit_record_group,降权,0.35,False,False,0,0,0,1,0,1,部分已解析,manual_review,无完全重复曲线,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv#row=84,01_原始数据/外部数据/新增开放数据/Mendeley_FDM_TPU晶格与基材力学/标量审计清单.tsv,pass_source_summary_selected,Resumen 逐试样公式已重算；与 Resultados 近义量 definition_id 分开
