xtb_task_index,xtb_task_slug,candidate_id,component_role,conformer_id,source_task_slug,crest_rank,canonical_smiles,run_status,warning_codes,failure_type,failure_message,archive_file,archive_sha256,method,xtb_version,xtb_version_full,total_energy_hartree,relative_energy_kcal_mol,boltzmann_proxy_weight_298K,homo_ev,lumo_ev,homo_lumo_gap_ev,reported_homo_lumo_gap_ev,dipole_x_au,dipole_y_au,dipole_z_au,dipole_magnitude_debye,partial_charge_sum_e,gfn2_d4_alpha0_au,reactive_site_kind,reactive_site_count,reactive_site_distance_a,probe_radius_a,sphere_point_count,site_1_atom_index,site_1_charge_e,site_1_atomic_alpha0_au,site_1_incident_wbo_count,site_1_incident_wbo_sum,site_1_incident_wbo_mean,site_1_sasa_a2,site_1_relative_sasa,site_1_nonbonded_net_gap_a,site_2_atom_index,site_2_charge_e,site_2_atomic_alpha0_au,site_2_incident_wbo_count,site_2_incident_wbo_sum,site_2_incident_wbo_mean,site_2_sasa_a2,site_2_relative_sasa,site_2_nonbonded_net_gap_a,site_charge_e_mean,site_charge_e_min,site_charge_e_max,site_charge_e_abs_difference,site_atomic_alpha0_au_mean,site_atomic_alpha0_au_min,site_atomic_alpha0_au_max,site_atomic_alpha0_au_abs_difference,site_incident_wbo_sum_mean,site_incident_wbo_sum_min,site_incident_wbo_sum_max,site_incident_wbo_sum_abs_difference,site_sasa_a2_mean,site_sasa_a2_min,site_sasa_a2_max,site_sasa_a2_abs_difference,site_relative_sasa_mean,site_relative_sasa_min,site_relative_sasa_max,site_relative_sasa_abs_difference,site_nonbonded_net_gap_a_mean,site_nonbonded_net_gap_a_min,site_nonbonded_net_gap_a_max,site_nonbonded_net_gap_a_abs_difference,xtbout_json_sha256,stdout_sha256,wbo_sha256
4000411,0004_000412_cf_d9b198b378f8318f83c0,commercial_hdo_16,chain_extender,cf_d9b198b378f8318f83c0,reality_commercial_hdo_16,412,C(CCCO)CCO,success,,,,结果包/d9/0004_000412_cf_d9b198b378f8318f83c0.tar.gz,b277c1c0f7fdbae90ac1cd9f5216cfe5a5c0903521479cf5e2c40b4ef902fd07,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10413519,,,-11.03541351,1.12923454,12.16464805,12.16464805,-0.26943508,-1.0408673,0.19992995,2.7796662359272055,-4.000000001017079e-08,84.313357,hydroxyl_oxygen,2,5.284649921335019,1.4,960,4,-0.44233753,6.287,2,1.903144019447921,0.9515720097239605,27.67935812162028,0.25833333333333336,-0.24092939246195422,7,-0.44410672,6.292,2,1.9017245179045772,0.9508622589522886,31.697329461855478,0.29583333333333334,-0.06647430463884363,-0.443222125,-0.44410672,-0.44233753,0.0017691900000000316,6.2895,6.287,6.292,0.004999999999999893,1.9024342686762492,1.9017245179045772,1.903144019447921,0.001419501543343804,29.68834379173788,27.67935812162028,31.697329461855478,4.017971340235199,0.27708333333333335,0.25833333333333336,0.29583333333333334,0.03749999999999998,-0.15370184855039892,-0.24092939246195422,-0.06647430463884363,0.1744550878231106,dd0aa762c73fc0ed813688b66a3392a18a6cefdc250a26aa2f6b91712dc62a76,4ea18034ea9b885fc8c59a578551a38739a1becd8efe3b5923a7a12a7a262763,ef9a1e58a505ea485c46f6e75b63b169f11b6ee53dd97ec49071344847399577
4000412,0004_000413_cf_31d1dbe9ec4ad410775d,commercial_hdo_16,chain_extender,cf_31d1dbe9ec4ad410775d,reality_commercial_hdo_16,413,C(CCCO)CCO,success,,,,结果包/31/0004_000413_cf_31d1dbe9ec4ad410775d.tar.gz,ef9483c951515fb82260a1188b1c559f414569be43bedc817971a6edd6d3ae23,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10412366,,,-10.97593624,1.44787456,12.4238108,12.4238108,0.27203037,-0.64266355,0.20454675,1.8484214672962382,9.999999987797548e-09,84.334368,hydroxyl_oxygen,2,5.7114558912079785,1.4,960,4,-0.44424475,6.292,2,1.901254813202222,0.950627406601111,28.90707158669214,0.26979166666666665,-0.24201411404268103,7,-0.44383209,6.291,2,1.901995687356194,0.950997843678097,24.77748993145041,0.23125,-0.2511871514387154,-0.44403842000000004,-0.44424475,-0.44383209,0.00041266000000000913,6.2915,6.291,6.292,0.0009999999999994458,1.9016252502792081,1.901254813202222,1.901995687356194,0.0007408741539720598,26.842280759071276,24.77748993145041,28.90707158669214,4.129581655241729,0.2505208333333333,0.23125,0.26979166666666665,0.03854166666666664,-0.2466006327406982,-0.2511871514387154,-0.24201411404268103,0.009173037396034367,fcd4507b09bfc5009e2ad76612cdbd3e33426f78c0234f7ee1aa68e65403c1de,de2304db1b5a7b6617db0c9c4f4477dd013d5a99a5ab43b855fbaa8785f093a7,a497e67c8485992599a169173b43855e11af8e07b59501729f67792f6a62814d
4000413,0004_000414_cf_3288ad92efaa9d757fb1,commercial_hdo_16,chain_extender,cf_3288ad92efaa9d757fb1,reality_commercial_hdo_16,414,C(CCCO)CCO,success,,,,结果包/32/0004_000414_cf_3288ad92efaa9d757fb1.tar.gz,d54fdc06cb52daf914859102f985e00f990d72c36b0f617ccab48af00407c872,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10409605,,,-10.96267571,1.17863034,12.141306049999999,12.14130604,0.94866339,0.52874312,-0.50381676,3.043057927751694,2.6020852139652106e-17,84.399276,hydroxyl_oxygen,2,7.075884910000878,1.4,960,4,-0.44422394,6.292,2,1.901633361203875,0.9508166806019375,33.148263556940414,0.309375,-0.11695697753819911,7,-0.44068531,6.282,2,1.9006890248797519,0.9503445124398759,23.214945521358946,0.21666666666666667,-0.264337449920238,-0.442454625,-0.44422394,-0.44068531,0.003538629999999987,6.287,6.282,6.292,0.009999999999999787,1.9011611930418133,1.9006890248797519,1.901633361203875,0.0009443363241230518,28.18160453914968,23.214945521358946,33.148263556940414,9.933318035581468,0.26302083333333337,0.21666666666666667,0.309375,0.09270833333333334,-0.19064721372921856,-0.264337449920238,-0.11695697753819911,0.14738047238203889,c1af970481d044afe16cce799bdf793e7349e90a94167a7096f5daf9a14bd69f,51f91fc47c20616dc4d60318bddc3c56841485ee1aa491c0dea81be53d54716d,208671d1e1567a24d6ca6ce254182bde4bfa22770e5b177ea2862f83d9eb30e8
4000414,0004_000415_cf_4cc2be20d7417548b91f,commercial_hdo_16,chain_extender,cf_4cc2be20d7417548b91f,reality_commercial_hdo_16,415,C(CCCO)CCO,success,,,,结果包/4c/0004_000415_cf_4cc2be20d7417548b91f.tar.gz,9cb35d56550b0bd49ec77acd91cf81709d4f129a2e1ff3f511971d00a0ecbf10,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10408557,,,-10.96124454,1.17850541,12.139749949999999,12.13974995,0.85976047,0.22195853,0.808499,3.05234412092769,-1.0000000072798998e-08,84.397965,hydroxyl_oxygen,2,7.109451845046286,1.4,960,4,-0.44418696,6.292,2,1.901658896500215,0.9508294482501075,32.81343261192082,0.30625,-0.11734297948812267,7,-0.44076586,6.282,2,1.900611758748493,0.9503058793742465,23.103335206352412,0.215625,-0.26293494730926636,-0.44247641000000004,-0.44418696,-0.44076586,0.0034211000000000102,6.287,6.282,6.292,0.009999999999999787,1.9011353276243539,1.900611758748493,1.901658896500215,0.0010471377517220493,27.958383909136614,23.103335206352412,32.81343261192082,9.710097405568405,0.26093750000000004,0.215625,0.30625,0.09062500000000001,-0.19013896339869452,-0.26293494730926636,-0.11734297948812267,0.1455919678211437,60d2beaa16b65f5ec2cbfe373ed6b4d9d578d21ada41f5f9d46460b39367216e,a85cda2b4e834b1e528970790c3ac5cf4134577db46c6d5a430032441fd776c9,c1b92448bd486fa398436073efd8cb3f2176f45d9683ddce37b3e0b7bd0142ba
4000415,0004_000416_cf_66915b89bd283217023d,commercial_hdo_16,chain_extender,cf_66915b89bd283217023d,reality_commercial_hdo_16,416,C(CCCO)CCO,success,,,,结果包/66/0004_000416_cf_66915b89bd283217023d.tar.gz,8b3b5a5d64e3b8f50f17d51b21f375b7757e0160846d07bdbd792cf6d3e8bd21,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10408028,,,-11.03259872,1.01347667,12.046075389999999,12.04607539,0.0925832,-0.14117463,-0.00555776,0.4293430624283607,-3.000000000849545e-08,84.461543,hydroxyl_oxygen,2,7.661473758283419,1.4,960,4,-0.44318991,6.289,2,1.899029185610315,0.9495145928051575,29.35351284671828,0.27395833333333336,-0.13093194672652397,7,-0.44120341,6.283,2,1.900000067176069,0.9500000335880345,23.326555836365475,0.21770833333333334,-0.2685986230825408,-0.44219666,-0.44318991,-0.44120341,0.001986500000000002,6.286,6.283,6.289,0.005999999999999339,1.899514626393192,1.899029185610315,1.900000067176069,0.0009708815657540892,26.34003434154188,23.326555836365475,29.35351284671828,6.026957010352806,0.24583333333333335,0.21770833333333334,0.27395833333333336,0.05625000000000002,-0.19976528490453238,-0.2685986230825408,-0.13093194672652397,0.13766667635601681,4d673dd67fe8ae8f7ecf326be06a24434db35a34c7f7d85560f631644b2107e6,cf2f1ea780d625fe002f4cf7c73718e2c89f136da7df1c94cf5fe90ef157d049,1015e9b3f336ee7d3aeea3f6535836ae97618bf496817c743b293a3bcd9626f9
4000416,0004_000417_cf_196d7f34062df43429c2,commercial_hdo_16,chain_extender,cf_196d7f34062df43429c2,reality_commercial_hdo_16,417,C(CCCO)CCO,success,,,,结果包/19/0004_000417_cf_196d7f34062df43429c2.tar.gz,7ff9a209966ed00dbff30ef6602ca4a803153d7c3f0fff4b4d6a8283c5b94c7a,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10405482,,,-10.95919929,1.17907172,12.13827101,12.13827101,-0.65868833,0.95278536,-0.32958934,3.060983447521568,2.949029909160572e-17,84.395774,hydroxyl_oxygen,2,7.176629530666027,1.4,960,4,-0.44090609,6.283,2,1.900487027200497,0.9502435136002485,22.656893946326274,0.21145833333333333,-0.25933475835850417,7,-0.44412762,6.292,2,1.9016916396065149,0.9508458198032574,33.48309450196001,0.3125,-0.11672489216968862,-0.442516855,-0.44412762,-0.44090609,0.003221530000000028,6.2875,6.283,6.292,0.008999999999999453,1.901089333403506,1.900487027200497,1.9016916396065149,0.0012046124060178798,28.069994224143144,22.656893946326274,33.48309450196001,10.826200555633736,0.26197916666666665,0.21145833333333333,0.3125,0.10104166666666667,-0.1880298252640964,-0.25933475835850417,-0.11672489216968862,0.14260986618881555,0519b8fde71c8942c8933277e827f6d40eb046567876069ce4d0cddc0e353265,dadef4d5e4c4c01688621382bf496186f38fe7bb63737b6c5b53269b749f8973,5ce2d546fbc422c09b83555170caf01c2cd026e659bb489952b94ab066450d76
4000417,0004_000418_cf_360a9099dbc1c3922983,commercial_hdo_16,chain_extender,cf_360a9099dbc1c3922983,reality_commercial_hdo_16,418,C(CCCO)CCO,success,,,,结果包/36/0004_000418_cf_360a9099dbc1c3922983.tar.gz,430b15001c1a9c509b70b069e7c0e5b2fa1ac401dea2fde8e4f527dec5be7338,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10400805,,,-11.02098639,1.16944182,12.190428209999999,12.19042821,-0.31539307,-0.30037658,-0.42412686,1.5452111441277872,-9.999999977389207e-09,84.376798,hydroxyl_oxygen,2,6.908657717364362,1.4,960,4,-0.44138308,6.284,2,1.899932659417493,0.9499663297087465,23.661386781385072,0.22083333333333333,-0.27225943071015535,7,-0.44418843,6.292,2,1.901736738972075,0.9508683694860375,33.37148418695348,0.31145833333333334,-0.06671656091159739,-0.442785755,-0.44418843,-0.44138308,0.0028053500000000398,6.288,6.284,6.292,0.008000000000000007,1.900834699194784,1.899932659417493,1.901736738972075,0.00180407955458195,28.51643548416928,23.661386781385072,33.37148418695348,9.710097405568408,0.2661458333333333,0.22083333333333333,0.31145833333333334,0.09062500000000001,-0.16948799581087637,-0.27225943071015535,-0.06671656091159739,0.20554286979855796,90e7016402d3f93110cc974280549658d351e2d4820e106e8abddac3f4b4b1b1,1138f031ccce096f22cac789a1891c34e0d1df264f7a39fbbecdc9e8f3e44735,a563c8104a70786ee0c5f231248951e81774c8a02366a08c2f8a5ef8fadb6766
4000418,0004_000419_cf_d1b318ad5c50cd930ea8,commercial_hdo_16,chain_extender,cf_d1b318ad5c50cd930ea8,reality_commercial_hdo_16,419,C(CCCO)CCO,success,,,,结果包/d1/0004_000419_cf_d1b318ad5c50cd930ea8.tar.gz,8da21bcd2ebdcf6b10e2f0ca51f6080bd29264dae22bcf829d7deb8f0e0aeb35,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10398044,,,-10.97061905,1.35585477,12.32647382,12.32647382,0.01223697,1.31340273,0.3540766,3.45765911766187,-3.2959746043559335e-17,84.453478,hydroxyl_oxygen,2,6.5759644246480855,1.4,960,4,-0.44019893,6.28,2,1.901052552083802,0.950526276041901,22.768504261332808,0.2125,-0.26429912425014757,7,-0.44073024,6.282,2,1.903990958949576,0.951995479474788,27.67935812162028,0.25833333333333336,-0.22185493277147983,-0.44046458499999996,-0.44073024,-0.44019893,0.0005313100000000071,6.281000000000001,6.28,6.282,0.0019999999999997797,1.902521755516689,1.901052552083802,1.903990958949576,0.002938406865774068,25.223931191476545,22.768504261332808,27.67935812162028,4.910853860287471,0.23541666666666666,0.2125,0.25833333333333336,0.045833333333333365,-0.2430770285108137,-0.26429912425014757,-0.22185493277147983,0.04244419147866774,b440cfbf8e1650f6c0b97e5dd7b372aadca1a03b91427ba2e01f85ded6fd71ca,7d81a2db54ee77eb639060d6bfb67ca788417f22e0c61267f3fa26dd2cac4977,bc688945d1660358689ff15d1c920917b020c69f962fca0655b1e1b59c13e3a0
4000419,0004_000420_cf_016b65f2bc1b55e71f5c,commercial_hdo_16,chain_extender,cf_016b65f2bc1b55e71f5c,reality_commercial_hdo_16,420,C(CCCO)CCO,success,,,,结果包/01/0004_000420_cf_016b65f2bc1b55e71f5c.tar.gz,4599046ae8f695c1386dc482f193355dad6d6521e1b96eb3fe3dcc250d22a88a,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10397236,,,-10.9708458,1.35732695,12.32817275,12.32817275,0.022693,-0.81685007,1.08353535,3.4494853928224556,-2.0000000053657652e-08,84.455089,hydroxyl_oxygen,2,6.558061261291105,1.4,960,4,-0.44070748,6.282,2,1.9040063635201858,0.9520031817600929,27.902578751633346,0.2604166666666667,-0.22272026253921573,7,-0.4401686,6.28,2,1.901078500713409,0.9505392503567045,22.43367331631321,0.209375,-0.2652555729729633,-0.44043804,-0.44070748,-0.4401686,0.0005388799999999638,6.281000000000001,6.28,6.282,0.0019999999999997797,1.9025424321167974,1.901078500713409,1.9040063635201858,0.0029278628067768153,25.16812603397328,22.43367331631321,27.902578751633346,5.468905435320135,0.23489583333333336,0.209375,0.2604166666666667,0.05104166666666668,-0.24398791775608952,-0.2652555729729633,-0.22272026253921573,0.042535310433747586,5d9ec6b0306dd7417c97c528d9a60104ea5d07d044f0964bfca18a48c08b14f6,3d4493859c9d75ae733f855c7388b8be653de2fed52c57bdc1a783038d83c646,b01044999f1a644f8ee3d9f77b2be4c214f8d1280fb00016ab380b8b6b283b7e
4000420,0004_000421_cf_bf1b1a46db58c1668f0f,commercial_hdo_16,chain_extender,cf_bf1b1a46db58c1668f0f,reality_commercial_hdo_16,421,C(CCCO)CCO,success,,,,结果包/bf/0004_000421_cf_bf1b1a46db58c1668f0f.tar.gz,8fac1fb355aca1710fd359cd33e51c2d62ee504d043c783ed1deb37cebd639e0,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10397783,,,-11.0284353,1.1289417,12.157377,12.157377,0.7564945,-0.78320129,0.21845095,2.822836384060265,1.9999999954778414e-08,84.313998,hydroxyl_oxygen,2,5.419242064528973,1.4,960,4,-0.44479213,6.294,2,1.900848742245209,0.9504243711226045,33.03665324193388,0.30833333333333335,-0.07800880642559549,7,-0.44303027,6.289,2,1.9024492067377419,0.9512246033688709,27.456137491607205,0.25625,-0.24009013571394333,-0.4439112,-0.44479213,-0.44303027,0.001761860000000004,6.291499999999999,6.289,6.294,0.004999999999999893,1.9016489744914753,1.900848742245209,1.9024492067377419,0.001600464492532927,30.246395366770543,27.456137491607205,33.03665324193388,5.580515750326672,0.28229166666666666,0.25625,0.30833333333333335,0.05208333333333337,-0.1590494710697694,-0.24009013571394333,-0.07800880642559549,0.16208132928834784,a50f14611a917bf173c6e2aa56899f2674b51d14bc3a3c892702e994caeeb140,c64609c81c5bb043b9b751574f3e2be7582b1cd7ce5ec93b5552997f279ad15e,3a122e8d5b25561c9c3ee606250eb1789aea1c63c3db6d410077ab961111f3d0
4000421,0004_000422_cf_66c4b619b9b322c3e48c,commercial_hdo_16,chain_extender,cf_66c4b619b9b322c3e48c,reality_commercial_hdo_16,422,C(CCCO)CCO,success,,,,结果包/66/0004_000422_cf_66c4b619b9b322c3e48c.tar.gz,5ff00f58da36bfad969ce38a85cdc5ba2f1676afb866f498d229aeaac9b5439e,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10392793,,,-11.07241761,0.68583964,11.75825725,11.75825725,0.00788054,1.00841403,0.05838289,2.567502572775511,9.999999991266995e-09,84.439468,hydroxyl_oxygen,2,8.14668117557193,1.4,960,4,-0.44219777,6.286,2,1.899485529361339,0.9497427646806695,29.68834379173788,0.27708333333333335,-0.12021840257411154,7,-0.44395142,6.291,2,1.8986271158403412,0.9493135579201706,29.130292216705207,0.271875,-0.18920332580778765,-0.443074595,-0.44395142,-0.44219777,0.0017536499999999955,6.2885,6.286,6.291,0.005000000000000782,1.8990563226008401,1.8986271158403412,1.899485529361339,0.0008584135209979138,29.409318004221543,29.130292216705207,29.68834379173788,0.5580515750326711,0.27447916666666666,0.271875,0.27708333333333335,0.00520833333333337,-0.1547108641909496,-0.18920332580778765,-0.12021840257411154,0.06898492323367611,fc77c9936e299cec7c7add7c2a1e87d7c9ea04e2e3b5e4c1f4c69c87d90f4643,fe6f397525386bcfad1a068a81ba0cec66497ac7a431f68dbf6ba77134c70f37,961f905cb89750dea5112b18508cfe358724a4f9d81f4df58ca23733d9b3c2b6
4000422,0004_000423_cf_7da637949b8f3d35b2d0,commercial_hdo_16,chain_extender,cf_7da637949b8f3d35b2d0,reality_commercial_hdo_16,423,C(CCCO)CCO,success,,,,结果包/7d/0004_000423_cf_7da637949b8f3d35b2d0.tar.gz,ec080fbc7de420c01d45f6bd801f26060997144518151d53ad5168dba30fb695,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10392744,,,-11.07303125,0.68581227,11.75884352,11.75884352,0.38969709,0.9229926,-0.16542006,2.581021301433499,9.999999986062824e-09,84.439641,hydroxyl_oxygen,2,8.148104129689187,1.4,960,4,-0.44393501,6.291,2,1.898631932954764,0.949315966477382,29.130292216705207,0.271875,-0.1914021398593182,7,-0.44218257,6.286,2,1.8994860379103882,0.9497430189551941,29.465123161724815,0.275,-0.12031706374438778,-0.44305879000000004,-0.44393501,-0.44218257,0.0017524400000000218,6.2885,6.286,6.291,0.005000000000000782,1.8990589854325761,1.898631932954764,1.8994860379103882,0.000854104955624102,29.29770768921501,29.130292216705207,29.465123161724815,0.33483094501960764,0.2734375,0.271875,0.275,0.0031250000000000444,-0.155859601801853,-0.1914021398593182,-0.12031706374438778,0.07108507611493042,7003d146593223f6be86c2b54c49d48974d53b5fb90748f4b74f847c7128e699,1a646e8af8d906ee9cdd0f210e670b7892ef446108d18809beec5a8ef5f7399b,b074cfc2d6041d3417ba8ed982a3b5373d43a3944623db93a976706f65238e17
4000423,0004_000424_cf_c57543c9c1c27a88cc87,commercial_hdo_16,chain_extender,cf_c57543c9c1c27a88cc87,reality_commercial_hdo_16,424,C(CCCO)CCO,success,,,,结果包/c5/0004_000424_cf_c57543c9c1c27a88cc87.tar.gz,58cc7cc22f158a69f5edf3ed88bc424f8eea2d9307dbcd9cdccec4c5a8f0813c,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10391323,,,-10.90557298,1.50833718,12.41391016,12.41391016,0.57696887,-0.21614348,0.11476075,1.5929694452628624,-5.0000000043071147e-08,84.409018,hydroxyl_oxygen,2,5.121156403446919,1.4,960,4,-0.44275767,6.288,2,1.899468869795254,0.949734434897627,23.103335206352412,0.215625,-0.2575158477139283,7,-0.44429389,6.292,2,1.9014977636372579,0.9507488818186289,25.000710561463478,0.23333333333333334,-0.2526240182434336,-0.44352578,-0.44429389,-0.44275767,0.0015362200000000326,6.29,6.288,6.292,0.0039999999999995595,1.9004833167162558,1.899468869795254,1.9014977636372579,0.002028893842003887,24.052022883907945,23.103335206352412,25.000710561463478,1.8973753551110661,0.22447916666666667,0.215625,0.23333333333333334,0.017708333333333326,-0.25506993297868097,-0.2575158477139283,-0.2526240182434336,0.004891829470494713,4e2f6b99e14dc657d4843c1b7aff9a4cf8ca07f08a79dfff2e60799ae14eea55,a21d4eb6d1a63c802c74a0a13180bc6a8ce275c0a77baff01a1adf70f063bf41,de4b5d5415a19de031e5b4f5f89236fa79371d65ffa2d57b4991da8e55ccfce1
4000424,0004_000425_cf_0ab16bd4c1e7d0609691,commercial_hdo_16,chain_extender,cf_0ab16bd4c1e7d0609691,reality_commercial_hdo_16,425,C(CCCO)CCO,success,,,,结果包/0a/0004_000425_cf_0ab16bd4c1e7d0609691.tar.gz,849f4dc7a45c4373ff5755ec11cdfe09be6a6b53b126d4d5faa9673c0f028eb2,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10390103,,,-11.04711114,0.85352737,11.90063851,11.9006385,-0.1929584,-0.91430275,-0.11229474,2.3922037435761223,-1.0000000001675335e-08,84.458202,hydroxyl_oxygen,2,7.439120129760002,1.4,960,4,-0.44203641,6.286,2,1.899656597909183,0.9498282989545915,29.35351284671828,0.27395833333333336,-0.12669229842062202,7,-0.44203043,6.286,2,1.899658370068667,0.9498291850343334,29.576733476731345,0.2760416666666667,-0.1267069278064461,-0.44203342,-0.44203641,-0.44203043,5.980000000016528e-06,6.286,6.286,6.286,0.0,1.8996574839889249,1.899656597909183,1.899658370068667,1.7721594838260302e-06,29.46512316172481,29.35351284671828,29.576733476731345,0.22322063001306347,0.275,0.27395833333333336,0.2760416666666667,0.002083333333333326,-0.12669961311353406,-0.1267069278064461,-0.12669229842062202,1.462938582408313e-05,1c9eb0370296e22b5b2ee3737840630a89546ce30bfe964a085dda9de6760c86,da1ef7e43e1b6a7a08c0bfe022eb3feb0fad5fc0432a9524f5cd6fb956b7798c,644e8945d8ba3305c98a00d53dc22695f4d2f1dd42d7cca1f5a20ae41305b77b
4000425,0004_000426_cf_67cea02739ba45fd3755,commercial_hdo_16,chain_extender,cf_67cea02739ba45fd3755,reality_commercial_hdo_16,426,C(CCCO)CCO,success,,,,结果包/67/0004_000426_cf_67cea02739ba45fd3755.tar.gz,5c82bc9623319a2a972733e953d863e250744b22fa7e0df529988b190bc26969,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10388305,,,-11.01442732,0.89340222,11.90782954,11.90782954,0.58122622,0.12564257,-0.97459868,2.901882100464373,6.938893903907228e-17,84.391595,hydroxyl_oxygen,2,6.189568307654645,1.4,960,4,-0.4416439,6.285,2,1.903180261102829,0.9515901305514145,28.79546127168561,0.26875,-0.23181743021471424,7,-0.44524049,6.295,2,1.898029710592583,0.9490148552962915,29.24190253171174,0.27291666666666664,-0.16282481790544812,-0.443442195,-0.44524049,-0.4416439,0.0035965900000000106,6.29,6.285,6.295,0.009999999999999787,1.900604985847706,1.898029710592583,1.903180261102829,0.005150550510246044,29.018681901698677,28.79546127168561,29.24190253171174,0.4464412600261305,0.2708333333333333,0.26875,0.27291666666666664,0.004166666666666652,-0.19732112406008118,-0.23181743021471424,-0.16282481790544812,0.06899261230926612,ef24126e23614553c19bffeff57cb224c74e1432df6108cb9455b186df9a35dd,d9c710fd7327bbbba284e53523f93dbbf25595a7fcc9c57ce4fe2c403b50cf0e,6b653a259eeee60dfb430e222e5432eb64ee6ad9b3e60f5da4980a704ae9ff98
4000426,0004_000427_cf_539fc151ee0a742412ca,commercial_hdo_16,chain_extender,cf_539fc151ee0a742412ca,reality_commercial_hdo_16,427,C(CCCO)CCO,success,,,,结果包/53/0004_000427_cf_539fc151ee0a742412ca.tar.gz,de2c177d9839f498e1b86f326a5f46ad6637e303e2a7995bc8d3771b3c6e18f8,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10382497,,,-11.00643105,1.19847127,12.20490232,12.20490232,-0.61115125,-0.65895739,0.03664675,2.2862629818928983,8.673617379884035e-18,84.395328,hydroxyl_oxygen,2,6.149995696279733,1.4,960,4,-0.44041382,6.281,2,1.9007201410510102,0.9503600705255051,23.214945521358946,0.21666666666666667,-0.2779667454736765,7,-0.44342842,6.29,2,1.9020850813485422,0.9510425406742711,33.37148418695348,0.31145833333333334,-0.06319702938900718,-0.44192112,-0.44342842,-0.44041382,0.0030145999999999784,6.2855,6.281,6.29,0.009000000000000341,1.9014026111997762,1.9007201410510102,1.9020850813485422,0.0013649402975319802,28.29321485415621,23.214945521358946,33.37148418695348,10.156538665594535,0.2640625,0.21666666666666667,0.31145833333333334,0.09479166666666666,-0.17058188743134184,-0.2779667454736765,-0.06319702938900718,0.21476971608466933,881ea495b8d41785da6188ac4f4f5acb4e89ad174b22ec29391c4aba28765bee,38ec0393a664c2d01dfc9405e1eefcf188fe6eae296450261ee9e1e03b589c5d,31cc205f40092d41a8dabc80ff5fe91a894caede83e43889b8904c57b5849459
4000427,0004_000428_cf_5736bea7f459bfb4657d,commercial_hdo_16,chain_extender,cf_5736bea7f459bfb4657d,reality_commercial_hdo_16,428,C(CCCO)CCO,success,,,,结果包/57/0004_000428_cf_5736bea7f459bfb4657d.tar.gz,bdcbe700d3d1b47d01e06c84af7570e626eab4ea7e181c5c0bfb9aa9cbae3292,GFN2-xTB,6.7.1,6.7.1 (edcfbbe),-28.10381505,,,-11.00907307,1.28019346,12.289266529999999,12.28926653,0.63805135,0.58623867,0.74913806,2.911373537969328,1.0000000031165635e-08,84.416235,hydroxyl_oxygen,2,6.40206583734859,1.4,960,4,-0.44174636,6.285,2,1.902962291293198,0.951481145646599,28.79546127168561,0.26875,-0.23787471603905685,7,-0.44236758,6.287,2,1.899274148166243,0.9496370740831215,23.661386781385072,0.22083333333333333,-0.25087988347180556,-0.44205697,-0.44236758,-0.44174636,0.0006212199999999779,6.286,6.285,6.287,0.0019999999999997797,1.9011182197297205,1.899274148166243,1.902962291293198,0.00368814312695509,26.228424026535343,23.661386781385072,28.79546127168561,5.134074490300538,0.24479166666666666,0.22083333333333333,0.26875,0.04791666666666666,-0.2443772997554312,-0.25087988347180556,-0.23787471603905685,0.01300516743274871,0ab6493f337652d2661f656b19d1a56ba124eb41401481d4ef4fa785b8434839,8acee4933cab6b1b54d481a545439de842f4ec00b1a151f9554526e4bb795f00,a99aa372ba0bd612d65462e2a044f4429bdfa7bc0f22cc86d3666b08516c60cc
