curve_id,source_id,source_family_id,formulation_id,sample_id,release_model_ready,leakage_group,development_split,point_count,endpoint_status,curve_type,evidence_scope,source_locator,citation_keys,energy_density_to_25pct_mj_m3,low_strain_modulus_status,max_observed_strain,max_observed_strain_unit,max_observed_stress_mpa,recorded_energy_density_mj_m3,secant_modulus_10pct_mpa,stress_at_100pct_mpa,stress_at_10pct_mpa,stress_at_25pct_mpa,stress_at_300pct_mpa,stress_at_50pct_mpa
compression:SPUF_0:SPUF1_compression_Specimen__6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_0,SPUF1_compression_Specimen__6,True,hard_group_fd781ae26d0b0ae3,train,215,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF00_compression_RawData/SPUF1_compression_Specimen__6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.004082477162,,0.26949,dimensionless,0.02017,0.0044694306,0.177882539683,,0.0177882539683,0.0196064,,
compression:SPUF_1.5:SPUF2_compression_Specimen__1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_1.5,SPUF2_compression_Specimen__1,True,hard_group_fd781ae26d0b0ae3,train,221,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF15_compression_RawData/SPUF2_compression_Specimen__1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00392551340569,,0.2693,dimensionless,0.02339,0.004367071,0.155701612903,,0.0155701612903,0.0223650406504,,
compression:SPUF_1.5:SPUF2_compression_Specimen__2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_1.5,SPUF2_compression_Specimen__2,True,hard_group_fd781ae26d0b0ae3,train,220,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF15_compression_RawData/SPUF2_compression_Specimen__2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00392084822479,,0.26898,dimensionless,0.02721,0.00442164255,0.149626829268,,0.0149626829268,0.0256376859504,,
compression:SPUF_1.5:SPUF2_compression_Specimen__3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_1.5,SPUF2_compression_Specimen__3,True,hard_group_fd781ae26d0b0ae3,train,219,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF15_compression_RawData/SPUF2_compression_Specimen__3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00370253903943,,0.26943,dimensionless,0.02478,0.0041688006,0.144637398374,,0.0144637398374,0.0232493495935,,
compression:SPUF_1.5:SPUF2_compression_Specimen__4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_1.5,SPUF2_compression_Specimen__4,True,hard_group_fd781ae26d0b0ae3,train,221,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF15_compression_RawData/SPUF2_compression_Specimen__4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00403139925738,,0.26981,dimensionless,0.02828,0.0045771826,0.15022195122,,0.015022195122,0.0267749180328,,
compression:SPUF_1.5:SPUF2_compression_Specimen__5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_1.5,SPUF2_compression_Specimen__5,True,hard_group_fd781ae26d0b0ae3,train,219,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF15_compression_RawData/SPUF2_compression_Specimen__5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00357834193943,,0.26884,dimensionless,0.02301,0.00399801045,0.144325203252,,0.0144325203252,0.0215806504065,,
compression:SPUF_1.5:SPUF2_compression_Specimen__6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_1.5,SPUF2_compression_Specimen__6,True,hard_group_fd781ae26d0b0ae3,train,220,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF15_compression_RawData/SPUF2_compression_Specimen__6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.0039487331186,,0.26878,dimensionless,0.02879,0.0044747744,0.145323140496,,0.0145323140496,0.0273023966942,,
compression:SPUF_3.0:SPUF3_compression_Specimen__1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_3.0,SPUF3_compression_Specimen__1,True,hard_group_fd781ae26d0b0ae3,train,238,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF30_compression_RawData/SPUF3_compression_Specimen__1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00260118399211,,0.2699,dimensionless,0.02307,0.0030351362,0.0897710526316,,0.00897710526316,0.0206594736842,,
compression:SPUF_3.0:SPUF3_compression_Specimen__2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_3.0,SPUF3_compression_Specimen__2,True,hard_group_fd781ae26d0b0ae3,train,235,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF30_compression_RawData/SPUF3_compression_Specimen__2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00277469211348,,0.26887,dimensionless,0.01834,0.00310809905,0.112013274336,,0.0112013274336,0.0170544347826,,
compression:SPUF_3.0:SPUF3_compression_Specimen__3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_3.0,SPUF3_compression_Specimen__3,True,hard_group_fd781ae26d0b0ae3,train,231,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF30_compression_RawData/SPUF3_compression_Specimen__3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.002503853425,,0.26901,dimensionless,0.02003,0.00287359985,0.08725,,0.008725,0.018865,,
compression:SPUF_3.0:SPUF3_compression_Specimen__4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_3.0,SPUF3_compression_Specimen__4,True,hard_group_fd781ae26d0b0ae3,train,235,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF30_compression_RawData/SPUF3_compression_Specimen__4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00251670165789,,0.26924,dimensionless,0.02299,0.00293760635,0.0820956896552,,0.00820956896552,0.0208126315789,,
compression:SPUF_3.0:SPUF3_compression_Specimen__5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_3.0,SPUF3_compression_Specimen__5,True,hard_group_fd781ae26d0b0ae3,train,228,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF30_compression_RawData/SPUF3_compression_Specimen__5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00304150667542,,0.26928,dimensionless,0.02111,0.00343931475,0.114413559322,,0.0114413559322,0.0201801694915,,
compression:SPUF_3.0:SPUF3_compression_Specimen__6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_3.0,SPUF3_compression_Specimen__6,True,hard_group_fd781ae26d0b0ae3,train,230,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF30_compression_RawData/SPUF3_compression_Specimen__6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00443614838761,,0.26973,dimensionless,0.02335,0.0048904264,0.189456666667,,0.0189456666667,0.0227299145299,,
compression:SPUF_4.5:SPUF4_compression_Specimen_1,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_4.5,SPUF4_compression_Specimen_1,True,hard_group_fd781ae26d0b0ae3,train,227,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF45_compression_RawData/SPUF4_compression_Specimen_1.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00314954266488,,0.26905,dimensionless,0.02232,0.00356157105,0.1205,,0.01205,0.0209514876033,,
compression:SPUF_4.5:SPUF4_compression_Specimen_2,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_4.5,SPUF4_compression_Specimen_2,True,hard_group_fd781ae26d0b0ae3,train,226,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF45_compression_RawData/SPUF4_compression_Specimen_2.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00340658435,,0.26979,dimensionless,0.02621,0.0039075273,0.12402,,0.012402,0.024345,,
compression:SPUF_4.5:SPUF4_compression_Specimen_3,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_4.5,SPUF4_compression_Specimen_3,True,hard_group_fd781ae26d0b0ae3,train,230,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF45_compression_RawData/SPUF4_compression_Specimen_3.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00394459957241,,0.26907,dimensionless,0.02472,0.00440430525,0.157351282051,,0.0157351282051,0.0234898275862,,
compression:SPUF_4.5:SPUF4_compression_Specimen_4,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_4.5,SPUF4_compression_Specimen_4,True,hard_group_fd781ae26d0b0ae3,train,227,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF45_compression_RawData/SPUF4_compression_Specimen_4.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00358124746,,0.26953,dimensionless,0.02316,0.00402276875,0.14492,,0.014492,0.022067,,
compression:SPUF_4.5:SPUF4_compression_Specimen_5,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_4.5,SPUF4_compression_Specimen_5,True,hard_group_fd781ae26d0b0ae3,train,225,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF45_compression_RawData/SPUF4_compression_Specimen_5.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00324198991875,,0.26906,dimensionless,0.02499,0.00370141855,0.117502479339,,0.0117502479339,0.02324625,,
compression:SPUF_4.5:SPUF4_compression_Specimen_6,source_zenodo_5713819_recycled_pu_foam,family_elorza_recycled_pu_foam,SPUF_4.5,SPUF4_compression_Specimen_6,True,hard_group_fd781ae26d0b0ae3,train,230,physical_endpoints_ready,compression,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十六批实验_再生PU泡沫/原始文件/row data for _Sustainable insulating foams_3/SPUF45_compression_RawData/SPUF4_compression_Specimen_6.csv#row=3,ledger-170-elorza-2021-recycled-pu-foam-data;ledger-171-elorza-2021-recycled-pu-foam,0.00344956651949,,0.26973,dimensionless,0.02566,0.00393956175,0.125559663866,,0.0125559663866,0.0240377966102,,
compressive_s1,source_mendeley_xs78ch5jb7_v3,family_date_seed_oil_rigid_pu_pir_2025,S1,S1,False,hard_group_9e3f22b84adf8013,validation,14982,release_not_model_ready,unsupported,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十三批实验_日期籽油PU-PIR/Supplemental data 6.xlsx#sheet=Compressive stress-strain;cell=B2,ledger-165-taghvaei-nia-2024-date-seed-oil-pu-pir-data;ledger-166-taghvaei-nia-2025-date-seed-oil-pu-pir,,,,,,,,,,,,
compressive_s2,source_mendeley_xs78ch5jb7_v3,family_date_seed_oil_rigid_pu_pir_2025,S2,S2,False,hard_group_9e3f22b84adf8013,validation,12588,release_not_model_ready,unsupported,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十三批实验_日期籽油PU-PIR/Supplemental data 6.xlsx#sheet=Compressive stress-strain;cell=C2,ledger-165-taghvaei-nia-2024-date-seed-oil-pu-pir-data;ledger-166-taghvaei-nia-2025-date-seed-oil-pu-pir,,,,,,,,,,,,
compressive_s3,source_mendeley_xs78ch5jb7_v3,family_date_seed_oil_rigid_pu_pir_2025,S3,S3,False,hard_group_9e3f22b84adf8013,validation,9829,release_not_model_ready,unsupported,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十三批实验_日期籽油PU-PIR/Supplemental data 6.xlsx#sheet=Compressive stress-strain;cell=D2,ledger-165-taghvaei-nia-2024-date-seed-oil-pu-pir-data;ledger-166-taghvaei-nia-2025-date-seed-oil-pu-pir,,,,,,,,,,,,
compressive_s4,source_mendeley_xs78ch5jb7_v3,family_date_seed_oil_rigid_pu_pir_2025,S4,S4,False,hard_group_9e3f22b84adf8013,validation,12656,release_not_model_ready,unsupported,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十三批实验_日期籽油PU-PIR/Supplemental data 6.xlsx#sheet=Compressive stress-strain;cell=E2,ledger-165-taghvaei-nia-2024-date-seed-oil-pu-pir-data;ledger-166-taghvaei-nia-2025-date-seed-oil-pu-pir,,,,,,,,,,,,
compressive_s5,source_mendeley_xs78ch5jb7_v3,family_date_seed_oil_rigid_pu_pir_2025,S5,S5,False,hard_group_9e3f22b84adf8013,validation,12743,release_not_model_ready,unsupported,within_source_auxiliary,数据/原始/外部数据/新增开放数据/第十三批实验_日期籽油PU-PIR/Supplemental data 6.xlsx#sheet=Compressive stress-strain;cell=F2,ledger-165-taghvaei-nia-2024-date-seed-oil-pu-pir-data;ledger-166-taghvaei-nia-2025-date-seed-oil-pu-pir,,,,,,,,,,,,
drum-low-ceiling:TPUU-C:MSM_3_109[1Cycle]:cyclic-tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-C,MSM_3_109[1Cycle],True,hard_group_0173ebc1392ef85f,train,28203,cycle_segmentation_required,cyclic_tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-C_hysteresis.csv#row=4,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,,,,,,,,,,,
drum-low-ceiling:TPUU-C:MSM_3_109_4sp:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-C,MSM_3_109_4sp,True,hard_group_0173ebc1392ef85f,train,203,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-C_tensile.csv#row=4;column_group=1,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,747.4636,%,46.07499,127.499175256,,3.79445070514,,,9.93376273026,2.428957966
drum-low-ceiling:TPUU-C:MSM_3_109_5sp:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-C,MSM_3_109_5sp,True,hard_group_0173ebc1392ef85f,train,224,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-C_tensile.csv#row=4;column_group=2,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,842.1017,%,53.81384,160.248338933,,3.38779038112,,,8.16416147025,2.27850854258
drum-low-ceiling:TPUU-C:MSM_3_109_6sp:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-C,MSM_3_109_6sp,True,hard_group_0173ebc1392ef85f,train,199,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-C_tensile.csv#row=4;column_group=3,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,747.2444,%,41.81553,116.362670977,,3.59989015293,,,9.12128646462,2.32443892063
drum-low-ceiling:TPUU-C:MSM_3_109_7sp:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-C,MSM_3_109_7sp,True,hard_group_0173ebc1392ef85f,train,246,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-C_tensile.csv#row=4;column_group=4,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,924.6794,%,54.08143,193.88078661,,3.52257818793,,,8.5782591792,2.34550508375
drum-low-ceiling:TPUU-C:MSM_3_109_9sp:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-C,MSM_3_109_9sp,True,hard_group_0173ebc1392ef85f,train,239,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-C_tensile.csv#row=4;column_group=5,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,896.4064,%,52.4696,167.698439017,,3.17998109032,,,7.61027703362,2.15116744797
drum-low-ceiling:TPUU-D:MSM_3_121_1:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-D,MSM_3_121_1,True,hard_group_2ee87108dd0ff59b,test,194,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-D_tensile.csv#row=4;column_group=1,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,645.0815,%,50.61191,133.238745313,,5.87900040278,,,15.6210982157,3.82015627135
drum-low-ceiling:TPUU-D:MSM_3_121_3:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-D,MSM_3_121_3,True,hard_group_2ee87108dd0ff59b,test,198,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-D_tensile.csv#row=4;column_group=2,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,679.6235,%,50.82725,143.42833202,,5.52969343238,,,14.951086149,3.50585676603
drum-low-ceiling:TPUU-D:MSM_3_121_4:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-D,MSM_3_121_4,True,hard_group_2ee87108dd0ff59b,test,217,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-D_tensile.csv#row=4;column_group=3,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,766.4705,%,55.91042,178.712536899,,5.05181094609,,,13.967650964,3.16929926858
drum-low-ceiling:TPUU-D:MSM_3_121_6:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-D,MSM_3_121_6,True,hard_group_2ee87108dd0ff59b,test,239,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-D_tensile.csv#row=4;column_group=4,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,824.369,%,58.47002,194.91824219,,4.85444314137,,,12.695358525,3.14120871489
drum-low-ceiling:TPUU-D:MSM_3_121_7:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-D,MSM_3_121_7,True,hard_group_2ee87108dd0ff59b,test,233,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-D_tensile.csv#row=4;column_group=5,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,802.0601,%,52.72258,180.682287148,,4.90984313026,,,13.1944042285,3.08933478055
drum-low-ceiling:TPUU-D:MSM_3_121_tpuu_[1Cycle]:cyclic-tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-D,MSM_3_121_tpuu_[1Cycle],True,hard_group_2ee87108dd0ff59b,test,27803,cycle_segmentation_required,cyclic_tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-D_hysteresis.csv#row=4,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,,,,,,,,,,,
drum-low-ceiling:TPUU-R:MSM_3_130_10:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-R,MSM_3_130_10,True,hard_group_2dc09259d194c046,train,192,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-R_tensile.csv#row=4;column_group=5,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,738.9405,%,51.53087,139.562294548,,4.55437054946,,,10.7660718554,3.02114583484
drum-low-ceiling:TPUU-R:MSM_3_130_1[1Cycle]:cyclic-tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-R,MSM_3_130_1[1Cycle],True,hard_group_2dc09259d194c046,train,25303,cycle_segmentation_required,cyclic_tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-R_hysteresis.csv#row=4,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,,,,,,,,,,,
drum-low-ceiling:TPUU-R:MSM_3_130_3:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-R,MSM_3_130_3,True,hard_group_2dc09259d194c046,train,174,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-R_tensile.csv#row=4;column_group=1,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,690.4879,%,49.3667,129.867903825,,4.90538719441,,,12.3897962071,3.21168721038
drum-low-ceiling:TPUU-R:MSM_3_130_4:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-R,MSM_3_130_4,True,hard_group_2dc09259d194c046,train,190,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-R_tensile.csv#row=4;column_group=2,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,745.0861,%,61.05491,174.885255685,,5.06419707694,,,14.0759227546,3.14915934252
drum-low-ceiling:TPUU-R:MSM_3_130_5:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-R,MSM_3_130_5,True,hard_group_2dc09259d194c046,train,170,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-R_tensile.csv#row=4;column_group=3,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,658.661,%,46.59289,119.028389089,,5.13281946264,,,13.1482301038,3.27102908954
drum-low-ceiling:TPUU-R:MSM_3_130_8:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-R,MSM_3_130_8,True,hard_group_2dc09259d194c046,train,197,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-R_tensile.csv#row=4;column_group=4,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,766.3956,%,63.35339,172.905428273,,4.5083936245,,,11.4840420499,2.92049493726
drum-low-ceiling:TPUU-S:MSM_3_114[1Cycle]:cyclic-tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-S,MSM_3_114[1Cycle],True,hard_group_8c956d6d89198472,train,24603,cycle_segmentation_required,cyclic_tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-S_hysteresis.csv#row=4,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,,,,,,,,,,,
drum-low-ceiling:TPUU-S:MSM_3_114_1:tensile,source_drum_zf53w893,family_drum_low_ceiling_tpuu,TPUU-S,MSM_3_114_1,True,hard_group_8c956d6d89198472,train,229,physical_endpoints_ready,tensile,within_source_auxiliary,数据/原始/外部数据/新增开放数据/DRUM_TPUU_低天花板/解包内容/Raw_Mechanical_Testing/TPUU-S_tensile.csv#row=4;column_group=1,ledger-055-meyersohn-2024-low-ceiling-tpuu-data;ledger-056-meyersohn-2024-low-ceiling-tpuu,,insufficient_low_strain_points,925.5006,%,17.03622,67.5547282092,,2.92007384044,,,4.60951721107,2.58913737896
